300789.453 4828246.566
300773.779 4828264.854
300781.579 4828253.710
300771.014 4828277.908
300728.869 4828309.529
300767.195 4828287.980
300764.719 4828317.033
300753.684 4828315.232
300743.648 4828313.413
300714.537 4828305.767
300682.468 4828303.352
300696.451 4828303.262
300666.524 4828307.804
300637.706 4828318.328
300650.597 4828312.093
300621.833 4828325.616
300609.176 4828332.697
300547.740 4828376.970
300531.957 4828389.258
300543.554 4828422.059
300530.282 4828407.294
300611.244 4828403.830
300616.062 4828393.741
300625.863 4828382.560
300632.664 4828371.434
300562.668 4828372.699
300588.359 4828355.230
300578.558 4828366.410
300599.178 4828345.031
300664.866 4828352.552
300654.428 4828358.037
300641.520 4828363.272
300683.132 4828396.531
300677.160 4828350.096
300686.197 4828346.969
300704.981 4828348.631
300714.853 4828349.319
300727.371 4828353.718
300738.601 4828356.393
300750.551 4828363.303
300796.773 4828375.931
300784.948 4828384.688
300784.110 4828393.706
300733.582 4828405.534
300728.535 4828404.312
300780.345 4828406.778
300765.689 4828426.048
300777.815 4828432.831
300792.760 4828429.560
300710.180 4828454.059
300698.162 4828453.276
300683.145 4828452.547
300713.276 4828403.988
300699.186 4828399.242
300663.494 4828416.891
300673.342 4828404.135
300664.766 4828431.873
300672.982 4828443.728
300720.306 4828460.878
300790.574 4828474.613
300759.612 4828477.173
300758.792 4828487.191
300752.973 4828497.299
300737.298 4828515.587
300749.388 4828520.370
300760.478 4828525.171
300773.514 4828526.936
300783.568 4828529.756
300794.730 4828538.557
300768.485 4828572.280
300756.292 4828570.260
300747.166 4828565.902
300723.058 4828557.857
300735.263 4828562.071
300595.263 4828571.169
300583.191 4828567.386
300567.155 4828565.675
300548.174 4828567.018
300472.382 4828715.058
300439.071 4828729.037
300454.197 4828735.766
300470.450 4828734.134
300420.071 4828729.381
300403.308 4828742.687
300397.197 4828761.838
300448.137 4828787.890
300445.354 4828799.944
300401.265 4828795.740
300302.896 4828887.544
300299.185 4828903.616
300298.493 4828920.633
300307.247 4829011.416
300305.902 4828998.523
300304.614 4828982.541
300303.324 4828966.560
300302.089 4828951.048
300301.603 4828935.849
300347.943 4828944.747
300348.725 4828932.729
300388.760 4828934.007
300386.013 4828948.060
300381.267 4828962.150
300378.556 4828978.204
300349.539 4828977.729
300345.487 4828957.338
300311.993 4829027.565
300372.134 4829010.329
300361.026 4829004.528
300352.846 4828994.674
300422.790 4828990.409
300417.970 4829000.499
300411.386 4829023.625
300407.586 4829034.697
300413.169 4829011.589
300464.438 4829025.667
300467.258 4829015.614
300469.384 4829000.820
300433.156 4828955.211
300441.740 4828932.050
300437.994 4828946.121
300444.505 4828918.996
300449.288 4828906.906
300453.071 4828894.833
300456.871 4828883.761
300460.654 4828871.689
300395.001 4828891.881
300407.091 4828896.665
300394.561 4828922.899
300352.147 4828900.658
300349.418 4828915.711
300311.697 4828876.382
300364.965 4828890.423
300379.929 4828888.152
300387.061 4828840.009
300374.043 4828839.244
300360.045 4828839.497
300322.389 4828859.184
300335.226 4828849.948
300348.117 4828843.714
300410.205 4828847.594
300401.151 4828844.757
300426.078 4828840.305
300467.438 4828859.563
300432.789 4828824.179
300439.553 4828811.052
300488.623 4828814.167
300485.876 4828828.221
300479.057 4828838.347
300473.221 4828847.455
300533.055 4828837.372
300549.217 4828846.083
300535.784 4828822.318
300591.583 4828810.306
300633.835 4828823.548
300617.522 4828861.853
300582.839 4828861.355
300573.090 4828847.070
300559.253 4828847.901
300565.085 4828893.809
300569.849 4828880.720
300630.594 4828865.618
300614.239 4828892.307
300609.317 4828906.015
300634.104 4828922.930
300613.455 4828919.523
300561.283 4828904.882
300538.905 4828884.280
300521.815 4828879.587
300510.658 4828884.345
300493.141 4828898.111
300486.341 4828909.237
300490.211 4828936.496
300489.063 4828949.199
300494.630 4828925.092
300543.845 4828936.206
300538.044 4828947.314
300533.224 4828957.404
300526.640 4828980.530
300531.459 4828970.440
300485.263 4828960.271
300478.444 4828970.397
300519.201 4829011.674
300515.400 4829022.746
300515.617 4829034.745
300526.876 4828993.530
300633.491 4828970.597
300620.383 4828964.832
300608.311 4828961.049
300596.258 4828958.266
300585.186 4828954.464
300571.221 4828950.135
300647.677 4828925.328
300669.839 4828933.930
300657.451 4828930.387
300695.730 4828927.460
300691.983 4828941.532
300655.188 4828975.350
300643.581 4828975.416
300666.761 4828985.001
300689.869 4828990.584
300679.706 4828981.766
300703.922 4828993.331
300748.551 4829003.231
300734.102 4829002.789
300730.644 4829032.861
300771.263 4829011.121
300795.443 4829020.687
300784.299 4829012.886
300760.155 4829005.320
300737.216 4828953.719
